path,classification,current_owner,canonical_target,recommended_action,reason,review_status,evidence
docs/guides/IMAGE_PROCESSING_READINESS.md,historical,maintenance area: docs/guides,docs/governance/DOCUMENTATION_MAP.md,preserve dated evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/guides/IMPLEMENTATION_CONFIRMED.md,mixed,maintenance area: docs/guides,docs/governance/DOCUMENTATION_MAP.md,separate historical context from current guidance,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/guides/IMPROVED_APPROACH.md,historical,maintenance area: docs/guides,docs/governance/DOCUMENTATION_MAP.md,preserve dated evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/guides/IMPROVEMENT_OPPORTUNITIES.md,historical,maintenance area: docs/guides,docs/governance/DOCUMENTATION_MAP.md,preserve dated evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/guides/INTEGRATION_GUIDE.md,mixed,maintenance area: docs/guides,docs/governance/DOCUMENTATION_MAP.md,separate historical context from current guidance,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/guides/IP_ADAPTER_STYLE_TRANSFER.md,mixed,maintenance area: docs/guides,docs/governance/DOCUMENTATION_MAP.md,separate historical context from current guidance,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/guides/LAYERED_DEPENDENCIES_IMPLEMENTATION.md,mixed,maintenance area: docs/guides,docs/governance/DOCUMENTATION_MAP.md,separate historical context from current guidance,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/guides/LINEAR_INGEST_MIGRATION.md,mixed,maintenance area: docs/guides,docs/governance/DOCUMENTATION_MAP.md,separate historical context from current guidance,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/guides/LOCAL_VALIDATION_QUICKSTART.md,mixed,maintenance area: docs/guides,docs/governance/DOCUMENTATION_MAP.md,separate historical context from current guidance,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/guides/LUXURY_ESTATE_PIPELINE.md,mixed,maintenance area: docs/guides,docs/governance/DOCUMENTATION_MAP.md,separate historical context from current guidance,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/guides/LUX_DEPTH_CONFIG_KNOB_CHECKLIST.md,historical,maintenance area: docs/guides,docs/governance/DOCUMENTATION_MAP.md,preserve dated evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/guides/LUX_DEPTH_V3_TROUBLESHOOTING.md,canonical,Dependency and isolated-runtime maintenance area,docs/guides/LUX_DEPTH_V3_TROUBLESHOOTING.md,updated,Reviewed maintained commands and evidence boundaries against source.,source-reviewed changes,"Makefile:170-267; scripts/setup/install_da3_runtime.sh:345-512; scripts/setup/install_depth_pro_runtime.sh:134-187; config/da3_runtime_identity_contract.json; src/transformation_portal/lux_depth_v3/__main__.py:370-405,475-499,581-605,934-971; src/transformation_portal/lux_depth_v3/execution_lifecycle.py:960-962; src/transformation_portal/lux_depth_v3/config_resolver.py:401-444,545-577; scripts/setup/download_depth_models.py; scripts/setup/install_models.py; scripts/verification/verify_core.py; scripts/verification/verify_ml_deps.py"
docs/guides/MATERIAL_PBR_GUIDE.md,current-support,maintenance area: docs/guides,docs/governance/DOCUMENTATION_MAP.md,review with owning implementation before operator use,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/guides/MATERIAL_PBR_MIGRATION.md,current-support,maintenance area: docs/guides,docs/governance/DOCUMENTATION_MAP.md,review with owning implementation before operator use,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/guides/NEXT_TRANCHE_PLAN.md,mixed,maintenance area: docs/guides,docs/governance/DOCUMENTATION_MAP.md,separate historical context from current guidance,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/guides/OPERATIONS_GUIDE_SUMMARY.md,historical,maintenance area: docs/guides,docs/governance/DOCUMENTATION_MAP.md,preserve dated evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/guides/OPTIMIZATION_COMPLETE.md,historical,maintenance area: docs/guides,docs/governance/DOCUMENTATION_MAP.md,preserve dated evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/guides/OPTIONAL_FEATURES_INSTALLED.md,mixed,maintenance area: docs/guides,docs/governance/DOCUMENTATION_MAP.md,separate historical context from current guidance,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/guides/PBR_ENHANCE_CONFIG_GUIDE.md,current-support,maintenance area: docs/guides,docs/governance/DOCUMENTATION_MAP.md,review with owning implementation before operator use,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/guides/PBR_PROCESSOR_QUICKSTART.md,canonical,maintenance area: docs/guides,docs/guides/PBR_PROCESSOR_QUICKSTART.md,maintain with source contracts,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/guides/PERFORMANCE_OPTIMIZATIONS.md,mixed,maintenance area: docs/guides,docs/governance/DOCUMENTATION_MAP.md,separate historical context from current guidance,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/guides/PHASE1_COMPLETION_SUMMARY.md,historical,maintenance area: docs/guides,docs/governance/DOCUMENTATION_MAP.md,preserve dated evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/guides/PLUGIN_DEVELOPMENT.md,mixed,maintenance area: docs/guides,docs/governance/DOCUMENTATION_MAP.md,separate historical context from current guidance,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/guides/PORTAL_ORCHESTRATOR_QUICKSTART.md,canonical,"Public CLI/API, ingest, or portal maintenance area; no individual owner inferred",docs/guides/PORTAL_ORCHESTRATOR_QUICKSTART.md,maintain with source contracts,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",source-reviewed changes,"Makefile run-backend-local 479-505; app.py auth environment/startup, /ready /healthz /v1/readiness and job handlers; scripts/setup/run_frontdoor_local.sh; web/secure-landing/portal-src browser draft persistence contract"
docs/guides/PORTAL_SECURE_FRONTDOOR_QUICKSTART.md,canonical,"Public CLI/API, ingest, or portal maintenance area; no individual owner inferred",docs/guides/PORTAL_SECURE_FRONTDOOR_QUICKSTART.md,maintain with source contracts,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",source-reviewed changes,"scripts/dev/write_local_env.sh preserves key by default and writes shared env; scripts/dev/start_local_stack.sh replaces stack via stop_local_stack.sh; scripts/setup/run_frontdoor_local.sh auth matching, readiness, default local fixture and port refusal; Makefile seed-frontdoor-user and run-frontdoor-local; Node guard; app.py /portal/bootstrap feature gates and web/secure-landing/portal-src draft state; publication review: write_local_env.sh:216 exports explicit users path; run_frontdoor_local.sh:57 skips auto-seed for explicit user sources; guarded first-time seed preserves existing credentials; web/secure-landing/lib/config.js:138 file source precedence requires unsetting the exported file path for inline JSON"
docs/guides/PRESENCE_SECURITY.md,canonical,maintenance area: docs/guides,docs/guides/PRESENCE_SECURITY.md,maintain with source contracts,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/guides/PRO_PIPELINE_GUIDE.md,historical,maintenance area: docs/guides,docs/governance/DOCUMENTATION_MAP.md,preserve dated evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/guides/PUSH_INSTRUCTIONS.md,historical,maintenance area: docs/guides,docs/governance/DOCUMENTATION_MAP.md,preserve dated evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/guides/PUSH_STATUS.txt,historical,maintenance area: docs/guides,docs/governance/DOCUMENTATION_MAP.md,preserve dated evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/guides/QUALITY_BOOST_SUMMARY.txt,historical,maintenance area: docs/guides,docs/governance/DOCUMENTATION_MAP.md,preserve dated evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/guides/QUALITY_CONTROL_SYSTEM.md,mixed,maintenance area: docs/guides,docs/governance/DOCUMENTATION_MAP.md,separate historical context from current guidance,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/guides/QUALITY_FIREWALL.md,mixed,maintenance area: docs/guides,docs/governance/DOCUMENTATION_MAP.md,separate historical context from current guidance,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/guides/QUALITY_FIREWALL_IMPLEMENTATION.md,mixed,maintenance area: docs/guides,docs/governance/DOCUMENTATION_MAP.md,separate historical context from current guidance,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/guides/QUALITY_FIREWALL_VALIDATED.md,mixed,maintenance area: docs/guides,docs/governance/DOCUMENTATION_MAP.md,separate historical context from current guidance,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/guides/RAG_SYSTEM_COMPLETE_GUIDE.md,historical,maintenance area: docs/guides,docs/governance/DOCUMENTATION_MAP.md,preserve dated evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/guides/README.md,mixed,maintenance area: docs/guides,docs/governance/DOCUMENTATION_MAP.md,separate historical context from current guidance,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/guides/README_CLI_v1_3.md,mixed,maintenance area: docs/guides,docs/governance/DOCUMENTATION_MAP.md,separate historical context from current guidance,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/guides/README_VFX_EXTENSION.md,mixed,maintenance area: docs/guides,docs/governance/DOCUMENTATION_MAP.md,separate historical context from current guidance,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/guides/REFACTORING_2025.md,historical,maintenance area: docs/guides,docs/governance/DOCUMENTATION_MAP.md,preserve dated evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/guides/RESTRUCTURING.md,mixed,maintenance area: docs/guides,docs/governance/DOCUMENTATION_MAP.md,separate historical context from current guidance,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/guides/RUFF_MIGRATION_GUIDE.md,mixed,maintenance area: docs/guides,docs/governance/DOCUMENTATION_MAP.md,separate historical context from current guidance,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/guides/RUNTIME_SKEW_INVESTIGATION.md,mixed,maintenance area: docs/guides,docs/governance/DOCUMENTATION_MAP.md,separate historical context from current guidance,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/guides/SAM2_INTEGRATION_GUIDE.md,mixed,maintenance area: docs/guides,docs/governance/DOCUMENTATION_MAP.md,separate historical context from current guidance,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/guides/SAM2_PRESET_MIGRATION.md,historical,maintenance area: docs/guides,docs/governance/DOCUMENTATION_MAP.md,preserve dated evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/guides/SETUP_GUIDE.md,canonical,Dependency and isolated-runtime maintenance area,docs/guides/SETUP_GUIDE.md,updated,Reviewed maintained commands and evidence boundaries against source.,source-reviewed changes,"Makefile:170-267; scripts/setup/install_da3_runtime.sh:345-512; scripts/setup/install_depth_pro_runtime.sh:134-187; config/da3_runtime_identity_contract.json; src/transformation_portal/lux_depth_v3/__main__.py:370-405,475-499,581-605,934-971; src/transformation_portal/lux_depth_v3/execution_lifecycle.py:960-962; src/transformation_portal/lux_depth_v3/config_resolver.py:401-444,545-577; scripts/setup/download_depth_models.py; scripts/setup/install_models.py; scripts/verification/verify_core.py; scripts/verification/verify_ml_deps.py"
docs/guides/SKILL_PROGRESSION_AUTOMATION.md,historical,maintenance area: docs/guides,docs/governance/DOCUMENTATION_MAP.md,preserve dated evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/guides/SKILL_PROGRESS_TRACKS.md,canonical,maintenance area: docs/guides,docs/guides/SKILL_PROGRESS_TRACKS.md,maintain with source contracts,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/guides/SKYGAN_ATMOSPHERIC_RENDERING.md,mixed,maintenance area: docs/guides,docs/governance/DOCUMENTATION_MAP.md,separate historical context from current guidance,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/guides/START_HERE.md,mixed,maintenance area: docs/guides,docs/governance/DOCUMENTATION_MAP.md,separate historical context from current guidance,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/guides/STOP_PUSH_NOW.md,historical,maintenance area: docs/guides,docs/governance/DOCUMENTATION_MAP.md,preserve dated evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/guides/SUPPORTED_FILE_FORMATS.md,canonical,maintenance area: docs/guides,docs/guides/SUPPORTED_FILE_FORMATS.md,maintain with source contracts,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/guides/SYSTEM_STATUS.md,historical,maintenance area: docs/guides,docs/governance/DOCUMENTATION_MAP.md,preserve dated evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/guides/TIFF_CONVERSION_FIX.md,mixed,maintenance area: docs/guides,docs/governance/DOCUMENTATION_MAP.md,separate historical context from current guidance,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/guides/TIFF_DEGRADATION_FIX.md,mixed,maintenance area: docs/guides,docs/governance/DOCUMENTATION_MAP.md,separate historical context from current guidance,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/guides/TIFF_LOADING_FIX.md,mixed,maintenance area: docs/guides,docs/governance/DOCUMENTATION_MAP.md,separate historical context from current guidance,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/guides/TIFF_QUALITY_ANALYSIS.md,mixed,maintenance area: docs/guides,docs/governance/DOCUMENTATION_MAP.md,separate historical context from current guidance,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/guides/TIFF_QUALITY_CONFIRMATION.md,mixed,maintenance area: docs/guides,docs/governance/DOCUMENTATION_MAP.md,separate historical context from current guidance,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/guides/TIFF_QUALITY_SOLUTION.md,mixed,maintenance area: docs/guides,docs/governance/DOCUMENTATION_MAP.md,separate historical context from current guidance,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/guides/TROUBLESHOOTING.md,mixed,maintenance area: docs/guides,docs/governance/DOCUMENTATION_MAP.md,separate historical context from current guidance,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/guides/UNIFIED_LUXURY_PIPELINE.md,mixed,maintenance area: docs/guides,docs/governance/DOCUMENTATION_MAP.md,separate historical context from current guidance,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/guides/V2_ENHANCEMENT_QUICKSTART.md,mixed,maintenance area: docs/guides,docs/governance/DOCUMENTATION_MAP.md,separate historical context from current guidance,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/guides/VFX_EXTENSION_GUIDE.md,mixed,maintenance area: docs/guides,docs/governance/DOCUMENTATION_MAP.md,separate historical context from current guidance,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/guides/VFX_INTEGRATION_GUIDE.md,mixed,maintenance area: docs/guides,docs/governance/DOCUMENTATION_MAP.md,separate historical context from current guidance,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/guides/WHY_USE_CUSTOM_AGENT.md,current-support,maintenance area: docs/guides,docs/governance/DOCUMENTATION_MAP.md,review with owning implementation before operator use,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/guides/WORKFLOW_BUGS_FIXED.md,mixed,maintenance area: docs/guides,docs/governance/DOCUMENTATION_MAP.md,separate historical context from current guidance,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
